"","lrscale","trstep","trstun","stfdem","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","atcherp","rlgdgr","ipeqopt","ipudrst","ipstrgv","impenv","imptrad","gndr","prtclcgb","agea"
"981",2,3,4,3,3,2,2,4,2,3,2,2,2,3,3,3,3,5,1,2,2,1,2,1,3,64
"982",3,2,4,4,4,2,1,5,1,3,2,2,2,2,4,4,3,5,1,1,2,2,2,2,NA,61
"983",NA,NA,NA,3,2,2,1,5,3,NA,3,3,3,1,2,1,2,4,1,1,1,1,1,2,NA,59
"984",3,1,1,1,5,2,2,2,2,2,2,2,4,3,3,3,1,1,1,1,1,NA,NA,1,NA,80
"985",3,3,3,2,3,1,1,5,1,4,2,2,3,3,4,3,4,1,1,1,2,1,3,1,3,40
"986",NA,3,4,3,4,2,2,5,2,3,2,2,2,2,3,3,2,1,1,2,1,1,2,2,NA,36
"987",2,NA,3,2,2,1,2,4,2,4,1,1,1,5,4,4,2,2,1,1,1,1,1,2,2,63
"988",5,3,3,3,3,1,2,3,5,3,2,3,3,4,3,3,1,4,1,1,1,1,1,2,11,80
"989",NA,3,3,3,3,1,1,5,3,2,4,4,4,1,2,1,1,2,1,1,1,2,2,2,NA,47
"990",4,1,1,4,4,4,1,5,2,1,2,2,2,4,4,4,1,1,1,1,2,1,2,1,7,66
"991",3,1,1,1,5,1,1,5,2,1,2,2,2,3,5,4,3,3,1,1,1,1,1,1,NA,58
"992",4,1,3,3,3,2,2,5,4,1,2,2,2,5,2,2,1,1,1,1,1,1,3,1,1,62
"993",3,3,3,4,4,4,2,5,3,3,1,1,1,3,4,3,4,2,3,1,3,1,1,2,1,78
"994",3,1,4,4,3,3,3,3,3,NA,3,3,3,2,2,2,2,3,2,2,1,1,2,2,NA,69
"995",4,3,4,3,3,4,2,4,3,2,2,2,2,3,2,3,1,1,3,3,2,1,3,1,NA,60
"996",2,3,3,3,4,2,3,4,2,3,2,2,2,3,3,3,2,3,1,1,2,1,1,2,2,90
"997",2,3,3,3,4,1,3,3,3,4,2,2,2,4,3,4,2,1,1,1,1,1,2,2,NA,71
"998",2,3,3,3,4,2,2,5,2,2,2,2,2,3,4,3,2,3,2,1,2,1,3,1,2,45
"999",3,3,3,3,3,3,2,5,2,NA,2,2,2,2,3,3,1,1,1,1,2,1,1,2,NA,59
"1000",3,1,2,3,3,2,1,5,1,4,1,1,1,4,5,4,1,1,1,1,2,2,3,2,NA,41
"1001",3,1,3,3,2,1,1,5,2,1,3,3,2,2,3,2,1,3,2,1,1,1,1,2,2,42
"1002",NA,3,3,3,4,3,2,4,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,NA,54
"1003",3,1,2,3,3,2,2,5,1,2,4,4,4,1,2,2,1,1,1,3,NA,2,3,2,2,46
"1004",3,2,2,2,5,2,1,5,2,3,2,2,2,3,3,3,1,1,1,1,1,1,1,2,2,68
"1005",3,3,3,3,4,2,2,5,3,3,NA,NA,NA,3,4,3,3,3,1,1,2,1,1,1,NA,62
"1006",3,1,3,3,2,2,2,5,2,3,2,2,2,3,5,4,1,5,1,1,1,2,1,1,NA,51
"1007",4,3,3,3,3,3,1,5,3,3,2,2,3,4,4,3,3,3,1,1,1,1,1,2,2,74
"1008",3,3,3,3,3,1,1,5,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2,NA,55
"1009",2,2,4,5,5,1,1,5,2,4,2,2,2,4,3,4,3,3,1,1,1,1,1,1,1,68
"1010",3,3,4,3,4,3,1,5,4,3,2,2,2,3,4,3,3,5,1,1,1,1,1,2,1,56
"1011",4,2,4,4,4,3,2,4,3,2,3,3,3,2,2,3,1,3,1,1,1,2,1,1,1,19
"1012",3,2,3,3,3,2,2,5,4,3,3,3,3,2,2,3,3,2,2,1,3,1,3,2,NA,34
"1013",3,3,3,3,3,3,1,5,1,4,2,2,2,4,4,4,2,1,2,2,2,1,2,2,1,41
"1014",5,3,5,4,5,2,2,4,3,2,3,3,3,3,4,3,3,3,1,2,1,1,1,1,1,72
"1015",3,2,3,2,2,2,1,5,2,3,2,2,2,3,4,3,3,1,1,1,1,1,1,2,2,49
"1016",4,2,3,3,3,4,2,4,4,2,2,3,3,3,2,3,3,3,3,1,1,1,1,1,1,77
"1017",1,3,4,2,3,2,1,5,2,3,1,1,1,4,5,5,4,1,1,2,2,1,3,2,6,71
"1018",NA,1,1,NA,1,2,2,4,5,NA,2,NA,4,3,NA,3,1,1,1,1,2,2,3,2,NA,76
"1019",3,4,4,4,3,1,1,5,1,3,2,2,2,4,4,4,4,3,1,1,1,1,1,2,NA,60
"1020",2,4,4,1,4,2,2,5,3,2,1,1,1,4,4,4,5,3,2,1,2,1,1,1,6,69
"1021",4,3,4,4,4,1,1,5,1,2,1,1,1,5,5,5,3,1,1,1,1,1,2,1,1,30
"1022",3,3,3,2,3,3,2,5,3,2,3,3,4,3,3,2,2,3,1,1,1,1,2,2,1,84
"1023",4,4,3,4,4,3,2,4,2,3,3,3,3,3,3,5,3,4,1,1,1,1,1,1,NA,47
"1024",3,3,3,2,2,1,1,4,2,2,4,4,4,2,2,2,2,2,1,1,1,1,1,2,NA,49
"1025",3,1,3,3,4,1,1,5,1,1,2,3,3,3,3,2,5,1,1,2,1,1,3,2,NA,NA
"1026",2,4,5,2,4,1,1,5,1,4,2,2,2,5,4,4,4,1,1,1,1,1,3,2,3,56
"1027",3,3,3,2,4,2,2,5,2,2,3,3,3,4,3,3,3,1,2,1,1,1,1,1,1,62
"1028",3,2,3,3,4,2,1,5,1,3,1,1,1,4,4,NA,4,1,1,1,1,3,2,1,2,40
"1029",3,1,2,4,5,3,1,5,3,1,4,4,4,2,2,1,3,3,3,1,1,2,3,1,1,72
"1030",3,2,2,NA,3,1,1,3,4,NA,4,4,4,2,NA,1,NA,1,1,1,2,2,1,2,NA,64
"1031",NA,1,1,1,2,3,3,3,3,NA,4,4,4,1,1,1,1,1,1,3,2,3,3,1,NA,53
"1032",3,3,NA,3,4,4,2,2,4,5,4,4,4,2,1,5,5,2,1,1,1,1,1,1,NA,51
"1033",3,2,3,3,3,3,1,5,1,3,2,2,2,4,5,5,4,1,1,1,2,1,3,1,NA,62
"1034",3,3,3,3,3,2,1,5,2,3,2,3,3,4,3,4,3,1,2,1,1,1,3,2,NA,41
"1035",4,3,5,5,3,2,1,5,3,3,2,3,3,4,4,5,2,1,1,1,1,1,2,1,NA,79
"1036",3,NA,3,2,2,1,1,5,1,2,2,2,2,3,3,3,2,1,1,2,1,1,1,1,2,48
"1037",3,4,4,3,3,1,1,5,5,4,1,1,1,4,5,4,3,5,1,1,3,1,2,1,2,35
"1038",3,4,4,4,4,2,1,4,5,4,1,2,2,3,3,3,4,3,1,1,1,1,2,1,1,90
"1039",2,3,3,2,4,1,1,5,1,2,1,1,1,5,5,5,4,1,1,1,2,2,3,2,NA,45
"1040",3,3,4,3,3,2,1,5,1,3,2,2,2,3,4,3,3,2,1,1,1,1,1,2,1,27
"1041",3,1,4,3,5,2,2,2,4,1,2,2,2,3,2,3,2,3,1,1,1,1,2,2,2,70
"1042",1,1,4,1,4,1,1,5,2,3,1,2,2,4,4,3,3,3,1,1,2,1,1,2,2,66
"1043",3,3,4,4,4,3,4,2,4,3,2,2,2,NA,3,3,2,5,1,1,1,1,2,2,NA,86
"1044",4,1,1,1,1,3,2,4,2,1,3,3,3,3,2,1,1,3,2,2,1,1,2,1,10,36
"1045",3,3,4,3,3,1,1,5,1,3,2,2,2,4,4,4,3,3,1,1,1,1,1,2,2,57
"1046",2,4,4,2,2,2,2,5,1,5,1,1,3,4,4,4,5,3,2,1,2,1,1,1,2,59
"1047",3,2,3,3,3,3,1,5,2,1,1,3,3,3,3,3,1,3,1,1,1,1,1,1,9,75
"1048",2,4,4,2,3,2,2,5,2,3,2,2,2,4,5,5,4,1,2,1,1,1,2,1,2,36
"1049",4,3,3,4,4,2,1,5,2,2,2,2,2,3,3,3,2,3,2,1,1,1,1,2,1,56
"1050",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,25
"1051",3,3,4,3,5,2,1,5,1,3,3,2,4,2,3,2,3,1,1,1,1,3,3,1,NA,23
"1052",3,1,1,1,4,4,2,4,4,1,2,3,4,1,3,3,1,3,1,1,1,1,1,1,NA,62
"1053",4,1,2,3,4,2,1,4,4,2,2,2,2,3,3,3,2,1,2,2,2,1,2,1,1,79
"1054",4,2,2,3,4,2,3,4,4,4,2,2,3,3,3,2,4,4,1,1,1,1,1,2,1,76
"1055",5,1,1,2,4,4,2,5,4,1,2,3,4,5,1,1,5,5,1,1,1,1,3,2,1,49
"1056",4,1,4,3,3,2,3,4,2,3,2,2,1,4,4,4,4,5,1,1,1,1,1,1,NA,70
"1057",3,3,3,2,2,4,2,4,4,3,3,3,3,4,4,4,3,2,1,1,1,2,3,1,4,46
"1058",4,1,2,2,3,4,2,5,2,1,2,2,2,3,3,3,2,2,1,1,1,1,3,1,1,63
"1059",2,1,3,2,1,1,1,5,1,1,1,1,1,5,4,3,2,2,1,1,1,1,3,2,2,61
"1060",3,3,4,4,4,4,2,5,2,3,2,2,2,4,4,4,3,4,1,1,2,1,2,2,NA,56
"1061",3,1,3,1,4,3,1,5,4,1,2,2,2,3,4,4,1,4,1,2,1,2,2,1,1,42
"1062",3,3,4,4,3,2,2,4,3,3,2,2,2,3,3,3,3,3,2,2,1,1,1,2,3,72
"1063",3,1,3,3,3,2,2,3,4,1,3,3,3,3,3,2,2,1,1,2,1,1,2,1,NA,60
"1064",2,3,3,4,4,2,1,5,1,3,1,1,1,4,5,4,3,1,1,2,2,1,2,2,6,28
"1065",3,1,3,3,2,1,1,5,4,4,3,2,3,4,5,4,5,3,1,1,1,1,1,1,3,71
"1066",2,3,4,4,3,2,1,5,1,4,2,2,2,5,5,5,2,1,1,1,2,1,3,2,2,43
"1067",2,3,4,4,2,2,1,5,2,4,1,1,1,4,4,4,4,3,1,1,1,1,2,1,2,32
"1068",NA,3,3,NA,4,2,3,4,4,NA,3,3,1,3,4,4,3,1,1,2,2,1,2,2,NA,50
"1069",NA,NA,3,2,3,1,1,5,2,2,NA,NA,1,4,3,4,NA,2,2,1,3,1,3,1,6,55
"1070",3,1,4,4,5,2,2,4,4,4,3,3,3,3,3,2,4,4,1,1,1,1,1,1,1,81
"1071",3,1,3,2,3,1,1,5,2,1,3,3,3,3,3,2,1,1,2,1,1,1,1,2,2,44
"1072",2,1,NA,2,2,1,2,4,5,3,2,3,4,3,2,2,1,1,1,1,1,1,1,1,NA,55
"1073",3,4,4,4,3,2,1,5,1,4,1,1,1,5,5,5,3,3,1,1,1,2,2,2,NA,44
"1074",3,3,3,3,4,1,1,5,1,3,3,3,3,3,3,3,2,1,1,2,1,1,3,2,NA,29
"1075",3,4,4,4,3,4,3,2,2,4,NA,2,3,4,4,5,4,3,2,2,1,1,1,1,NA,42
"1076",3,3,4,4,3,3,1,5,1,3,2,2,2,3,3,3,3,2,1,2,3,1,1,2,NA,39
"1077",3,4,4,3,4,2,1,5,1,3,2,2,1,4,4,4,3,1,1,1,1,1,2,2,2,18
"1078",3,2,2,3,5,2,2,4,2,3,2,2,1,4,4,4,3,1,1,1,1,2,3,2,NA,39
"1079",3,1,2,3,2,3,4,2,5,2,3,3,3,2,2,4,1,5,1,1,1,1,2,2,NA,83
"1080",3,2,2,NA,3,2,1,5,2,3,1,1,1,3,3,3,3,2,1,1,2,1,1,2,NA,36
"1081",3,2,3,4,4,4,2,4,4,3,2,2,2,4,4,4,2,2,2,2,1,2,1,1,1,66
"1082",5,1,4,5,5,3,2,4,2,2,2,2,3,4,3,4,2,2,2,1,1,1,1,2,1,72
"1083",2,3,3,1,4,1,1,5,1,3,1,1,1,3,4,4,4,1,1,1,2,1,3,1,2,47
"1084",2,2,4,4,4,2,2,4,2,4,2,2,2,4,4,4,4,3,1,2,1,1,1,2,2,66
"1085",3,1,3,3,3,2,2,4,2,3,2,2,3,3,3,3,5,1,1,1,1,2,2,1,NA,39
"1086",NA,1,NA,3,4,3,3,3,3,3,NA,NA,NA,3,3,3,3,1,1,3,2,2,2,1,NA,58
"1087",4,1,2,3,3,1,1,5,1,1,2,2,3,3,3,3,2,3,1,2,1,1,1,1,7,78
"1088",4,2,3,5,5,3,2,5,2,2,2,2,3,5,4,4,4,4,1,1,2,1,2,2,1,90
"1089",3,3,3,3,3,1,1,5,2,2,2,3,3,2,2,3,3,3,1,2,1,2,2,1,2,36
"1090",3,2,2,2,1,2,1,5,2,3,1,1,1,3,3,3,2,1,1,1,3,1,3,2,2,37
"1091",3,3,2,4,4,1,2,4,2,3,2,2,2,3,4,3,3,1,2,1,2,2,1,2,NA,75
"1092",3,3,3,NA,2,2,1,5,1,3,2,2,2,3,4,4,3,2,1,1,NA,2,3,1,2,36
"1093",2,4,4,2,2,1,1,5,1,4,2,2,2,4,4,4,4,3,1,2,3,1,3,1,2,70
"1094",3,1,2,3,1,1,1,5,3,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,NA,63
"1095",3,2,2,3,4,1,1,5,3,1,2,2,1,4,3,3,3,3,1,1,2,1,2,2,NA,79
"1096",4,1,4,3,4,4,3,5,3,5,2,3,3,3,3,3,1,3,1,2,1,1,1,1,NA,65
"1097",3,3,3,3,3,2,2,5,2,3,2,2,2,4,4,4,4,4,1,1,2,1,2,2,2,38
"1098",3,3,3,3,3,2,2,4,2,3,2,3,3,3,3,2,3,2,2,2,2,2,3,1,NA,32
"1099",1,1,1,2,3,2,4,4,5,3,2,3,2,1,2,1,1,3,2,3,2,1,1,1,NA,54
"1100",3,1,1,2,2,2,2,4,3,NA,2,2,2,3,2,3,3,4,2,2,1,1,1,2,1,60
"1101",1,3,3,2,3,1,1,5,1,3,1,1,1,4,5,5,3,2,1,1,3,2,2,2,NA,32
"1102",4,2,3,3,4,3,1,5,2,3,2,3,3,3,3,3,3,3,1,1,1,1,2,2,NA,65
"1103",3,2,4,3,3,1,2,5,2,3,2,2,2,3,2,3,3,1,2,2,1,1,3,2,NA,51
"1104",2,4,5,3,4,1,1,5,2,4,2,2,2,5,5,5,4,3,1,1,1,1,2,1,2,56
"1105",3,3,3,4,4,2,1,5,2,4,2,2,3,4,4,4,4,4,1,1,1,1,2,1,NA,56
"1106",3,1,1,3,2,2,3,4,4,2,2,2,2,3,3,3,2,3,2,2,1,1,1,1,1,69
"1107",1,1,1,1,1,1,1,5,1,1,2,2,2,2,4,2,1,3,1,1,1,1,2,2,2,56
"1108",3,3,3,2,3,3,1,5,2,3,2,2,2,4,4,3,3,2,2,2,2,2,3,1,NA,36
"1109",2,2,2,NA,3,2,1,4,2,3,2,2,2,3,2,3,3,1,1,1,1,2,2,2,NA,30
"1110",NA,2,3,3,4,3,1,5,1,3,2,2,2,3,3,3,3,3,2,1,2,2,2,2,1,35
"1111",3,1,3,2,3,1,3,3,4,2,2,2,2,4,4,4,3,2,1,1,2,2,3,1,NA,38
"1112",2,4,4,4,3,2,1,5,1,3,2,2,2,5,5,4,4,2,1,2,2,1,2,1,3,34
"1113",3,1,1,2,2,2,3,3,3,2,3,3,3,2,2,2,2,4,1,2,1,1,1,1,2,38
"1114",2,3,3,3,5,2,1,5,2,3,2,2,2,2,3,3,3,3,1,1,1,1,1,2,7,83
"1115",2,2,3,2,2,1,1,1,4,2,2,3,3,2,2,2,2,2,1,1,2,2,3,1,NA,31
"1116",3,2,2,3,1,2,2,3,4,2,3,3,3,1,2,2,2,3,2,2,2,2,2,2,NA,43
"1117",3,3,3,3,4,2,2,3,2,4,2,2,2,3,4,4,2,4,1,1,1,1,2,2,NA,35
"1118",3,1,3,1,2,4,2,4,4,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,NA,85
"1119",2,2,3,2,3,1,1,4,2,3,2,2,3,3,3,3,2,2,1,2,2,1,3,1,2,41
"1120",3,NA,3,3,4,4,5,5,4,3,NA,NA,NA,3,2,3,2,1,NA,1,NA,1,1,1,1,58
"1121",3,1,NA,3,5,3,2,4,3,3,2,2,2,5,3,3,1,1,1,1,2,1,1,1,NA,49
"1122",3,1,2,1,3,1,1,5,1,1,2,2,4,3,3,3,1,3,1,1,1,1,1,2,NA,60
"1123",2,2,2,3,4,2,2,4,2,2,2,2,2,4,2,3,3,4,1,1,1,1,1,2,NA,87
"1124",4,2,3,3,3,2,1,5,2,2,2,2,2,3,4,3,3,2,2,1,1,1,1,1,2,51
"1125",3,3,4,4,3,2,3,4,5,3,1,2,2,4,4,4,4,5,2,2,1,1,1,2,NA,38
"1126",3,1,1,3,3,5,3,4,5,1,2,2,2,3,2,2,2,2,1,2,2,1,1,1,NA,66
"1127",3,4,4,3,5,2,1,5,1,3,2,3,3,3,3,3,3,3,1,1,1,1,2,2,NA,21
"1128",3,3,4,4,4,2,2,4,2,4,1,1,1,4,3,4,4,1,2,2,2,2,2,1,NA,26
"1129",2,5,NA,3,2,1,1,5,1,3,2,2,2,4,5,4,3,1,1,1,1,1,3,1,2,42
"1130",3,3,3,4,4,2,2,5,1,3,3,3,3,4,3,3,3,2,2,2,2,2,3,2,NA,32
"1131",5,1,3,3,3,5,2,4,4,1,2,2,4,4,1,3,2,1,2,3,1,1,2,1,7,75
"1132",3,3,3,3,2,1,2,4,2,4,2,2,2,5,5,4,4,2,1,1,1,1,1,2,NA,28
"1133",2,3,4,2,3,2,1,5,1,NA,1,1,1,4,4,4,4,2,1,1,2,2,2,1,2,33
"1134",2,NA,NA,2,2,2,1,5,1,3,2,2,2,5,4,NA,1,1,1,1,2,1,2,2,2,47
"1135",NA,2,2,2,3,1,5,1,5,1,2,3,4,2,2,2,1,2,2,2,2,2,3,1,NA,68
"1136",2,3,4,3,3,1,2,5,2,5,NA,2,2,4,4,4,4,3,1,1,2,1,2,2,3,66
"1137",3,2,3,3,4,3,2,4,3,3,2,3,2,2,3,2,3,1,2,2,2,2,2,1,NA,56
"1138",2,2,NA,3,4,1,1,5,2,3,2,2,2,5,5,5,4,1,1,1,1,1,3,1,3,65
"1139",2,1,1,1,1,1,1,5,1,1,4,4,4,1,1,1,1,2,1,1,1,1,1,2,NA,49
"1140",NA,NA,3,3,4,3,2,4,1,NA,2,2,2,3,3,2,3,2,2,2,2,2,2,2,NA,19
"1141",2,3,3,3,3,2,4,4,4,3,2,2,2,3,4,4,3,NA,1,1,1,1,1,2,NA,52
"1142",2,2,5,4,3,2,3,3,4,3,4,4,4,3,4,3,3,3,2,1,1,1,1,1,1,79
"1143",3,3,4,4,3,4,1,4,3,4,2,2,2,4,4,3,4,1,1,2,1,1,2,1,NA,46
"1144",2,4,5,4,3,1,1,5,1,3,3,NA,1,4,4,4,5,1,1,2,1,1,2,2,2,60
"1145",3,3,3,1,1,1,2,5,1,5,2,2,2,3,3,4,3,2,2,1,1,1,3,2,2,60
"1146",2,1,1,3,2,2,1,5,1,3,2,2,2,4,4,4,3,1,1,1,1,1,3,2,2,38
"1147",2,1,2,2,3,2,2,5,2,2,2,2,2,3,3,3,2,3,1,1,1,1,2,2,NA,38
"1148",3,3,3,2,4,4,1,5,1,4,1,1,1,5,5,5,3,3,1,1,2,1,1,2,NA,67
"1149",4,3,3,3,4,3,2,4,3,3,3,4,4,4,3,3,3,2,1,1,2,1,1,1,NA,38
"1150",3,3,3,4,3,3,1,5,1,3,2,2,2,5,5,4,2,1,2,1,1,2,3,1,NA,36
"1151",3,1,4,4,3,4,1,5,1,3,2,2,3,4,5,5,4,4,1,1,1,1,3,2,1,45
"1152",4,1,3,3,3,3,3,4,4,2,2,2,2,5,4,4,4,4,1,1,1,1,1,1,1,76
"1153",3,1,1,2,1,1,1,4,1,2,2,2,2,3,3,2,2,1,1,2,2,1,1,2,2,56
"1154",3,2,3,3,2,2,1,5,2,3,2,2,2,3,3,3,3,1,2,2,1,1,1,1,NA,52
"1155",3,3,3,3,4,2,1,4,2,3,2,1,1,3,3,3,3,2,1,2,1,2,3,2,NA,18
"1156",3,3,3,3,4,2,2,5,3,2,2,2,2,3,4,3,3,3,1,1,1,1,1,1,NA,75
"1157",5,1,NA,4,1,2,5,1,5,1,2,2,4,1,1,1,1,5,1,1,1,1,1,1,NA,36
"1158",3,4,4,5,3,1,2,5,3,2,3,3,3,3,1,1,2,1,1,1,1,1,1,1,NA,56
"1159",3,2,4,5,4,3,2,4,4,3,3,3,3,3,3,2,4,4,1,1,1,1,1,1,1,63
"1160",3,3,5,4,4,2,2,4,3,NA,2,2,2,3,4,3,3,3,1,1,1,1,2,2,2,80
"1161",3,1,1,3,NA,3,3,3,4,NA,2,2,2,3,2,3,1,4,1,2,1,1,3,1,2,89
"1162",3,4,4,4,3,2,2,5,1,3,2,2,2,3,5,5,3,5,1,1,1,1,1,2,2,38
"1163",3,3,5,5,5,2,3,3,3,1,1,1,2,5,5,5,4,3,1,1,1,1,1,2,NA,44
"1164",3,1,2,5,4,3,2,3,5,2,3,3,3,3,2,3,3,4,1,1,1,1,1,1,9,66
"1165",3,1,3,3,1,2,2,3,3,1,2,2,3,3,4,4,1,4,1,1,1,3,1,2,NA,41
"1166",3,3,3,4,4,3,2,4,3,4,2,2,2,3,3,3,3,3,1,1,1,1,2,2,1,75
"1167",2,3,3,4,4,4,1,5,2,3,2,2,2,4,4,3,3,2,2,1,1,1,2,2,2,47
"1168",NA,1,4,2,2,2,3,3,3,1,4,4,4,1,3,2,1,4,1,2,1,2,1,2,2,68
"1169",3,3,3,3,3,3,1,5,1,3,3,2,2,3,3,3,5,2,1,2,1,1,1,2,2,31
"1170",3,2,4,3,1,1,2,4,5,3,3,2,4,2,3,3,3,2,2,2,2,1,1,2,NA,56
"1171",NA,2,NA,4,5,2,2,4,5,1,4,4,4,1,1,1,1,1,1,1,1,1,3,1,7,63
"1172",4,1,5,2,5,4,3,5,4,1,1,1,2,4,4,3,2,2,2,2,1,2,1,1,1,76
"1173",3,3,4,3,4,3,2,2,2,3,2,2,3,3,3,3,5,1,1,1,2,2,2,1,2,82
"1174",3,1,3,4,3,4,2,4,4,2,2,2,3,4,3,4,1,2,2,3,1,1,1,1,NA,71
"1175",3,1,2,3,3,2,5,1,5,3,2,2,2,3,3,3,2,5,1,3,1,1,1,2,NA,36
"1176",4,3,4,4,4,3,2,4,3,2,2,3,4,3,2,2,2,2,2,3,1,2,1,1,1,57
"1177",3,2,3,5,4,4,2,4,3,2,2,2,2,4,4,3,2,4,2,2,1,3,1,1,NA,58
"1178",NA,NA,4,2,4,2,1,5,3,NA,2,2,2,3,1,3,3,3,2,1,1,1,2,2,1,74
"1179",3,2,3,5,4,4,3,3,5,1,3,3,3,3,3,3,1,4,2,3,1,2,1,1,1,76
"1180",3,2,3,3,4,2,2,5,2,3,3,3,3,3,1,3,1,1,1,1,1,1,2,1,NA,33
"1181",3,3,3,4,4,2,2,3,4,3,2,2,2,3,3,3,3,4,2,1,2,2,2,2,NA,73
"1182",3,1,4,3,4,3,2,5,2,1,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,74
"1183",3,1,1,3,4,1,1,5,1,3,2,2,2,2,2,3,2,2,1,1,2,3,3,2,2,NA
"1184",3,2,2,3,3,2,3,3,4,NA,3,3,3,3,3,3,3,1,3,3,2,3,3,1,NA,53
"1185",3,3,3,4,4,1,1,4,1,3,2,2,2,3,4,4,3,2,1,1,1,2,1,2,2,43
"1186",3,3,3,3,4,2,1,5,1,3,2,2,2,3,3,3,3,2,1,1,1,1,1,2,3,64
"1187",3,3,3,3,3,2,1,5,2,3,2,2,2,4,3,4,5,4,1,1,2,1,1,2,NA,30
"1188",2,3,4,4,2,1,1,5,1,4,1,1,1,5,5,5,5,3,1,1,2,1,3,2,2,40
"1189",3,3,4,3,5,2,2,4,2,3,1,1,1,3,3,4,3,5,1,1,1,2,1,1,2,30
"1190",3,3,3,3,3,2,2,4,4,3,2,2,2,3,3,3,4,4,1,2,3,2,1,2,NA,70
"1191",3,4,2,4,3,3,1,5,1,NA,1,1,1,5,5,5,4,3,2,1,2,1,1,2,NA,23
"1192",3,1,2,4,4,2,2,4,2,2,NA,2,1,4,5,NA,3,NA,1,1,1,1,3,1,NA,66
"1193",5,4,4,3,4,2,2,4,2,4,3,2,2,3,3,5,4,4,1,1,2,1,1,1,2,19
"1194",5,NA,4,4,4,2,2,2,2,4,2,2,2,4,4,3,5,3,1,1,1,1,1,1,NA,56
"1195",2,3,3,2,3,2,1,5,3,3,2,2,2,4,4,4,4,1,1,1,2,1,1,1,4,63
"1196",4,2,3,4,4,4,2,5,2,2,2,2,2,4,4,4,3,4,2,2,1,1,2,1,1,65
"1197",3,NA,NA,NA,2,3,1,5,2,3,2,2,2,3,4,3,2,3,1,1,1,1,3,2,NA,34
"1198",4,1,4,3,3,2,2,4,4,1,2,2,2,3,3,3,1,2,1,1,1,1,1,1,1,72
"1199",3,1,4,4,3,2,1,5,1,2,2,2,2,4,5,5,2,2,1,1,1,2,3,2,NA,33
"1200",3,1,3,4,4,1,4,3,4,1,3,4,2,3,2,1,3,2,1,1,1,1,1,1,1,76
"1201",3,3,3,3,5,2,1,5,1,4,2,2,2,4,4,4,3,3,2,1,2,2,1,1,2,18
"1202",4,4,4,4,3,2,2,4,4,4,2,2,2,3,4,4,4,3,1,1,1,1,1,2,NA,47
"1203",3,NA,NA,2,1,3,4,2,4,1,4,4,4,1,1,1,1,1,1,2,2,1,2,2,2,74
"1204",3,4,4,4,3,1,1,5,1,3,1,1,1,4,4,5,3,2,1,1,1,1,3,2,2,18
"1205",NA,1,1,NA,5,3,1,5,3,NA,3,3,4,3,NA,2,5,4,2,2,1,2,1,2,1,63
"1206",3,3,4,4,4,2,2,5,3,2,2,2,2,4,4,3,4,3,1,1,1,1,1,2,NA,78
"1207",4,1,3,3,5,2,2,4,3,3,3,2,2,3,3,3,2,1,2,1,1,1,1,2,NA,73
"1208",3,3,3,3,3,1,2,5,3,3,4,4,3,4,3,3,3,3,1,1,1,1,1,2,NA,38
"1209",3,3,3,2,4,3,1,5,1,3,3,3,4,2,3,2,2,3,1,2,2,1,1,1,NA,23
"1210",3,2,2,3,3,3,3,4,2,2,3,3,3,2,2,3,1,5,2,2,1,2,2,2,NA,85
"1211",3,1,1,3,3,4,2,4,2,3,NA,NA,3,4,4,3,4,1,1,2,1,1,2,1,NA,64
"1212",3,1,4,2,4,2,2,4,2,1,2,3,4,3,1,3,1,1,2,2,1,1,3,1,NA,75
"1213",3,5,5,4,3,4,2,5,2,3,3,3,3,NA,3,NA,4,2,2,1,1,1,1,2,NA,32
"1214",NA,NA,3,3,4,2,1,5,1,2,2,3,2,NA,3,3,3,5,1,1,1,1,1,2,1,78
"1215",3,3,3,1,4,2,1,5,2,3,2,2,2,2,2,3,3,4,1,1,1,1,2,2,NA,39
"1216",2,3,3,4,3,1,1,5,1,5,2,2,3,3,3,3,5,1,3,1,1,1,3,2,2,40
"1217",2,4,4,4,3,2,2,4,2,5,1,1,1,4,3,4,4,3,1,1,2,1,2,1,2,NA
"1218",3,NA,NA,5,3,3,3,4,2,NA,1,1,1,4,4,5,3,1,1,1,1,1,1,2,NA,32
"1219",2,NA,NA,4,4,4,1,5,1,NA,1,1,2,3,4,3,2,1,3,2,1,1,3,2,NA,22
"1220",4,2,4,4,3,4,2,4,2,1,2,2,2,4,5,3,1,5,2,2,2,2,2,2,1,55
"1221",NA,4,4,3,4,3,2,5,2,3,2,2,2,3,3,3,4,3,1,1,2,2,2,2,NA,49
"1222",3,1,1,2,2,2,2,2,4,2,2,2,2,3,3,2,1,5,1,2,1,1,1,2,2,42
"1223",NA,3,3,2,3,1,1,5,2,NA,2,3,3,3,3,3,3,2,2,1,1,1,1,2,NA,54
